Links,Locality,Price,Beds,Property Type,Baths,Description,Garden,Yard,Terrace,Lift,Pool,Roof Access,Seafront,Views,Garage,Optional Garage,Airspace,Optional Airspace,Furnished,Finished
https://www.propertymarket.com.mt/view/3-bedroom-maisonette-for-sale-swieqi-4122532301898828896,Swieqi,650000,3,Maisonette,2,"SWIEQI - A Ground Floor Maisonette situated in a residential block of 13 units, comprising of an open plan kitchen/living/dining area, 3 bedrooms, 2 bathrooms, laundry room, terrace and a small internal yard. Being sold in Shell Form. Boasting the Property is a 2 private car garage at semi basement level with games room and pool area.Ref: SS12C23638 Size: 256sqm Bathrooms: 2",0,1,1,0,1,0,0,0,1,0,0,0,0,0
https://www.propertymarket.com.mt/view/2-bedroom-penthouse-for-sale-marsaxlokk-4122532301898828838,Marsaxlokk,572000,2,Penthouse,2,"-Marsaxlokk - Penthouse - READY TO MOVE INTO-Price - €572,000-Call 7703 6425 for more informationThis property layout comprises of--Welcoming open-plan Kitchen/Living/Dining-2 Bedrooms which main having an En-suite-Walk - in wardrobe-Main Bathroom-Laundry room-Boxroom-Study Room-Complimenting this property there are 2 terraces, one of which measures approximately 60sqm enjoying sea views and having a lounge area including splash pool. Being sold with Airspace and Freehold. An optional 8 car garage and a 1 car garage are also available at extra cost. This penthouse is worth viewing.Ref: BrendaMxlokk Bathrooms: 2",0,0,1,0,1,0,0,0,0,1,0,1,0,0
https://www.propertymarket.com.mt/view/3-bedroom-apartment-for-sale-sliema-4122532301898828789,Sliema,495000,3,Apartment,2,"Three brand new, 3-bedroom APARTMENTS located in the heart of Sliema, close to all amenities are now available for sale. Measuring approximately 152 sqm, each unit comprises an open plan kitchen/living/dining, 3 bedrooms (master with en suite), main bathroom, a front balcony, and a back terrace. The property will be sold freehold and finished, including internal doors and bathrooms. Good rental investment! Ref 24484 For viewings, please contact Zoli on +356 79771023 or email zoli@bre.com.mt  #bernardsrealestate #realestate #forsale #property #malta #sliema #apartment #home #new Ref: 24484 Size: 152sqm Bathrooms: 2",0,0,1,0,0,0,0,0,0,0,0,0,0,1
https://www.propertymarket.com.mt/view/3-bedroom-apartment-for-sale-rabat-4122532301898828924,Rabat,307000,3,Apartment,2,"First-floor apartment marked as A1 forming part of a new block in Rabat which only consists of just four apartments. The block is located in the vicinity of St. Agatha Ground and only 10 minutes walking distance to Mdina. All apartments will be delivered fully finished including bathrooms and doors. Completion Date: June 2024 Prices starting from €307,000Ref: SS1C38038 Size: 129sqm Bathrooms: 2",0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://www.propertymarket.com.mt/view/3-bedroom-maisonette-for-sale-bahrija-4122532301898828860,Rabat,280000,3,Maisonette,2,"Well located in a very quiet area is this fully Furnished Maisonette which was originally a 3 bedroom Maisonette but altered in a two bedroom property. Neighbouring an ODZ area, and being nowhere close to a main road, one can normally find lots of fresh air, peace and quiet. Ideal for any family or couple. Accommodation comprises of: Living / Dining Area Separate kitchen Bathroom 2 Bedrooms En-suite Internal Yard Storage room Back Yard For more information about this property, kindly contact the number provided.Ref: W-0211FO Size: 105sqm Bathrooms: 2",0,1,0,0,0,0,0,0,0,0,0,0,1,0
https://www.propertymarket.com.mt/view/2-bedroom-maisonette-for-sale-balzan-4122532301898828926,Balzan,300000,2,Maisonette,2,"Maisonette marked as M1 in a new smart block of just five apartments, located in one of the best areas in Balzan Construction on this project started and is to be ready in shell form by September 2023, targeted to be delivered fully finished by June 2024 This project will be finished to very high standards. Finishes will also include:Double glazed PVC aperturesBathroomsInternal doorsAir conditioning unitsGypsum soffitsLED lightingHigh quality large format tilesRef: SS8C37965 Size: 108sqm Bathrooms: 2",0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://www.propertymarket.com.mt/view/2-bedroom-maisonette-for-sale-tarxien-4122532301898828837,Tarxien,319000,2,Maisonette,2,"-Tarxien - Maisonette-Price - €319,000-Call 7703 6425 for more informationThis property layout comprises of--Living Room-Open Plan Kitchen/Dining room-2 Bedrooms with the possibility of a 3rd Bedroom,-2 Bathrooms-Box room-Backyard-Front Patio- Freehold and furnishedRef: BrendaMaisTar Bathrooms: 2",0,1,0,0,0,0,0,0,0,0,0,0,1,0
https://www.propertymarket.com.mt/view/3-bedroom-apartment-for-sale-marsascala-4122532301898828913,Marsascala,267000,3,Apartment,2,Apartment marked as A7 forming part of an already-built block in Marsascala located in one of the best areas between St. Thomas Bay and the center of this town where all the restaurants & bars reside. All apartments will be sold highly finished including bathrooms & doors. Common areas will also be highly finished with lift access to all apartments from ground floor level. Don't miss this opportunity its ideal for both first-time buyers and investors (long let and even short lets). Finishes also include:Double glazed PVC aperturesBathroomsInternal doorsHigh quality large format tilesBlock is already built in shell form and its in the final stages of finishesRef: SS1C38001 Size: 132sqm Bathrooms: 2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
https://www.propertymarket.com.mt/view/2-bedroom-apartment-for-sale-zurrieq-4122532301898828833,Zurrieq,276000,2,Apartment,1,"urrieq a block of only 4 apartments in UCA area, with common parts ready and served with lift Available 2 duplex apartments & 2 apartments with own roof, washroom & airspace Prices starts form €276,000 finished exc bathrooms & internal doorsRef: 29371 Bathrooms: 1",0,0,0,1,0,1,0,0,0,0,0,1,0,1
https://www.propertymarket.com.mt/view/3-bedroom-apartment-for-sale-rabat-4122532301898828790,Rabat,380000,3,Apartment,2,"Located in the northern part of the Maltese Islands, in the historical, sought-after town of Rabat, a brand-new apartment is available for sale. This truly luxurious and very well-located 175 sqm property comprises a kitchen/living/dining room, 3 bedrooms (master with en suite) and main bathroom. This property will be sold semi-finished, excluding bathrooms and internal doors, and it will be completed by February 2024. Optional street level garages available within the smart block. Beautiful, rare-to-find family homes! Ref 24881 For viewings, please contact Zoli on +356 79771023 or email zoli@bre.com.mt  #bernardsrealestate #realestate #forsale #property #malta #rabat #apartment #home #new #luxury Ref: 24881a Size: 175sqm Bathrooms: 2",0,0,0,0,0,0,0,0,0,1,0,0,0,1
https://www.propertymarket.com.mt/view/2-bedroom-apartment-for-sale-sliema-4122532301898828886,Sliema,485000,2,Apartment,2,"A newly refurbished, 7th floor seafront APARTMENT in Sliema is now available for sale. This fully furnished and equipped, smart & bright apartment comprises an open plan kitchen/living/dining, 2 bedrooms (master with en suite), main bathroom and a balcony enjoying unobstructed views of the sea and Valletta. Excellent property! Ref 17533For viewings, please contact Zoli on +356 79771023 or email zoli@bre.com.mt#bernardsrealestate #realestate #forsale #property #malta #sliema #apartment #home #seafront #modernRef: 17533 Bathrooms: 2",0,0,0,0,0,0,1,0,0,0,0,0,1,0
https://www.propertymarket.com.mt/view/3-bedroom-apartment-for-sale-mosta-4122532301898828882,Mosta,290000,3,Apartment,2,"A bright, spacious, and well-finished apartment is now available for sale. Located in the heart of Mosta, this 126 sqm property comprises an open plan kitchen/living/dining area, 3 bedrooms (master with en suite) and main bathroom. Perfect for a family! Ref 25020For viewings, please contact Zoli on +356 79771023 or email zoli@bre.com.mt#bernardsrealestate #realestate #forsale #property #malta #mosta #apartment #home #bright #spaciousRef: 25020 Size: 126sqm Bathrooms: 2",0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://www.propertymarket.com.mt/view/2-bedroom-penthouse-for-sale-qormi-4122532301898828871,Qormi,295000,2,Penthouse,1,"This Penthouse is situated in Qormi being close to all amenities. The property is being sold with its airspace included, which can be possibly built into another unit or a duplex. A comfortable layout comprises of : 28 SQM Front Terrace Open Plan Kitchen/ Living/ Dining Bathroom 2 Bedrooms 20 Sqm Back Terrace Freehold For more information regarding this property kindly call one of the numbers provided.Ref: W-02Q846 Size: 80sqm Bathrooms: 1",0,0,1,0,0,0,0,0,0,0,0,1,0,0
https://www.propertymarket.com.mt/view/4-bedroom-maisonette-for-sale-zebbug-4122532301898828890,Zebbug,850000,4,Maisonette,3,"ZEBBUG(MALTA) - A Solitary Duplex Penthouse consisting of 3 floors. The Property comprises of a seperate living room, kitchen/dining area, 4 bedrooms, 3 bathrooms, pantry room, walk-in wardobe, terrace and own airspace with wash room. Boasting the Property is a possibility of more floors to be developed.Ref: SS43C23653 Bathrooms: 3",0,0,1,0,0,0,0,0,0,0,0,1,0,0
https://www.propertymarket.com.mt/view/2-bedroom-maisonette-for-sale-birzebbuga-4122532301898828832,Birzebbuga,228000,2,Maisonette,1,"For an elderly couple, summer residence or rental investment this property comes at a bargain price to sell fast. A nice 2 bedroom groundfloor maisonette. Located outskirts in a nice area. New building. Property consists of big main living area with side kitchen. 2 big bedrooms. Internal Yard. Big bathroom. Nice terrace. FreeholdRef: 29366 Bathrooms: 1",0,1,1,0,0,0,0,0,0,0,0,0,0,0
https://www.propertymarket.com.mt/view/3-bedroom-apartment-for-sale-swieqi-4122532301898828889,Swieqi,385000,3,Apartment,2,"SWIEQI - A 2nd Floor Apartment situated in a residential block of 13 units, comprising of an open plan kitchen/living/dining area, 3 bedrooms, 2 bathrooms and 2 terraces. Being sold Finished excluding internal doors and bathrooms. Optional Car Garages & Spaces are available for purchase.Ref: SS6C23655 Size: 122sqm Bathrooms: 2",0,0,1,0,0,0,0,0,0,1,0,0,0,1
https://www.propertymarket.com.mt/view/4-bedroom-apartment-for-sale-portomaso-4122532301898828692,St Julian's,2000000,4,Apartment,2,"Bright and luxuriously finsihed 250sqm Top floor apartment, forming part of an upmarket block of Portomaso and forming part of a designated area.Layout is well designed and planned, having large open plan living quarters with stunning Marina views on the one side and sleeping quarters on the other side of the entrance facing the back of the block.Accommodation in the form of a wide welcoming entrance hall, split-level spacious open plan living/sitting area overlooking a 15sqm terrace with spectacular views of the Marina and open seas, separate kitchen and dining area, guest bathroom and utility room. On the other side of the entrance hall, one finds four double bedrooms, two of which have their own en-suite and walk-in rooms, as well as their own back terraces and lastly the main bathroom. Underlying car space is also available within the block and included in price. Contact John on 79331499.Ref: 240171020-143 Bathrooms: 2",0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.propertymarket.com.mt/view/3-bedroom-apartment-for-sale-sliema-4122532301898828577,Sliema,1450000,3,Apartment,3,"One of the best APARTMENTS currently on the market! This unique waterfront property measures approximately 200 m2 and forms part of a well-administered block. This delightful modern accommodation boasts bright and spacious rooms and comprises a large entrance hall, a very large sitting /dining laid with parquet flooring, a fully fitted kitchen/breakfast, three double bedrooms (two with shower en suite and one with a walk-in box room too), main bathroom, a comfortable hallway, a laundry room, sprawling seafront sunny terraces, a back balcony and an underlying two car lock-up garage. This property enjoys delightful, uninterrupted sea-views. Ref 23657  For viewings, please contact Zoli on +356 79771023 or email zoli@bre.com.mt  #bernardsrealestate #realestate #forsale #property #malta #sliema #apartment #home #seafront #luxury Ref: 23657 Size: 200sqm Bathrooms: 3",0,0,1,0,0,0,1,0,1,0,0,0,0,0
https://www.propertymarket.com.mt/view/3-bedroom-palazzo-for-sale-attard-4122532301898828679,Attard,4500000,3,Palazzo,5,"An extremely unique and very rare to come by is a fully converted Palazzo full of charm and character within the prime location of Attard. This one of a kind south facing converted Palazzo boasts a lovely arched welcoming hall with all its original frescos, study, formal dining/sitting, living, separate kitchen/breakfast, all rooms leading out onto a lovely mature garden which further extends onto the pool and deck area. Upstairs 3 double bedrooms (2 of which have an ensuite), with potential to further convert into a 4/5 double bedrooms, should one require. Property also comprises of a 2 car lock-up garage and a 2 bedroom flatlet. A one of kind purchase, not to be missed!Ref: SPLZ15331 Bathrooms: 5",1,0,0,0,1,0,0,0,0,1,0,0,0,0
https://www.propertymarket.com.mt/view/2-bedroom-apartment-for-sale-naxxar-4122532301898828642,Naxxar,250000,2,Apartment,2,"Light Filled Stylish Apartment,Sold Semi finished excluding bathrooms and Internal doors, this new apartment offers a square layout, served with lift , and with open plan living area, that opens onto a front terrace.The main double bedroom has a en suite bathroom and private balcony.Optional Garage AvailableRef: RS113 Size: 88sqm Bathrooms: 2",0,0,1,1,0,0,0,0,0,1,0,0,0,1
https://www.propertymarket.com.mt/view/1-bedroom-house-of-character-for-sale-vittoriosa-birgu-4122532301898828867,Vittoriosa (Birgu),280000,1,House of Character,1,"Newly converted one bedroom House of Character in a prestigious residential community area. This property is ideally located close to all amenities, including supermarkets, shopping, bars, restaurants, minutes away from the sea front, bus stops in Vittoriosa Consists of: Open Plan Kitchen / Living / Dining Area 1 Bedroom 1 Bathroom Balcony Fully air-conditioned This property is a must see. Do not miss a lovely home, that can be enjoyed by all.Ref: W-02OAT4 Size: 48sqm Bathrooms: 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.propertymarket.com.mt/view/2-bedroom-penthouse-for-sale-st-pauls-bay-4122532301898828583,St Paul's Bay,349000,2,Penthouse,2,"Two spacious, bright, brand new, 2-bedroom PENTHOUSES forming part of a brand-new building, set in a quiet residential area yet close to all amenities such as shops, cafés, supermarkets, and restaurants are now available for sale. Flooded with natural light, a typical unit comprises an open plan kitchen/living/dining, 2 large double bedrooms (master with en suite), main bathroom and both front and back terraces. The properties measure approximately 100 sqm and will be sold freehold and finished, including internal doors and bathrooms. Optional garages available. Ref 24542 For viewings, please contact Zoli on +356 79771023 or email zoli@bre.com.mt   #bernardsrealestate #realestate #forsale #property #malta #stpaulsbay #penthouse #home #brandnew #terraces    Ref: 24542 Size: 100sqm Bathrooms: 2",0,0,1,0,0,0,0,0,0,1,0,0,0,1
https://www.propertymarket.com.mt/view/2-bedroom-penthouse-for-sale-mosta-4122532301898828614,Mosta,447000,2,Penthouse,2,"MOSTA - A Larger than usual 4th Floor Penthouse situated in a Large Residential Complex, comprising of an open plan kitchen/living/dining area, 2 bedrooms, 2 bathrooms, box room, pantry and a massive terrace enjoying outstanding views with Jacuzzi. Optional Car Garages are available for purchase on request located at Lower Basement Level. The Property will be sold in Shell Form by December 2024 and will be Finished by October 2025.Ref: SS4C23589 Size: 98sqm Bathrooms: 2",0,0,1,0,0,0,0,0,0,1,0,0,0,1
https://www.propertymarket.com.mt/view/2-bedroom-town-house-for-sale-gozo-victoria-4122532301898828768,Gozo - Victoria,225000,2,Town House,1,"A Townhouse in the heart of Rabat (Victoria) Gozo, located in the village core, within walking distance to St. George%u2019s Basilica. Currently, the property comprises of a kitchen, two double bedrooms, one bathroom, study area, a small yard and full roof. The townhouse is being sold with a recently-approved planning permit to convert the property including the building of an additional receded floor. Good distant views can be easily enjoyed from the new receded floor. This can be a great rental investment for a short-let business. Also ideal for a family residence who wish to reside in the capital%u2019s hub, being within walking proximity to all daily amenities. For more information regarding this property please contact one of the numbers provided or visit one of our offices.Ref: W-02OZSR Size: 150sqm Bathrooms: 1",0,1,0,0,0,1,0,0,0,0,0,0,0,0
https://www.propertymarket.com.mt/view/3-bedroom-maisonette-for-sale-swieqi-4122532301898828682,Swieqi,650000,3,Maisonette,2,"A selection of two Maisonettes in this sought after area fo Swieqi are now up for sale. Properties comprise of an open plan kitchen/living/dining, 3 bedrooms(main with en-suite), main bathroom and an internal yard. Garages are also available. Will be sold in shell form. Completion date is set for 2024.Ref: SMS23405 Bathrooms: 2",0,1,0,0,0,0,0,0,0,1,0,0,0,0
https://www.propertymarket.com.mt/view/3-bedroom-terraced-house-for-sale-naxxar-4122532301898828830,Naxxar,688000,3,Terraced House,1,"A three storey terraced house situated in a quiet UCA area within Naxxar Gross Floor Area of 123 square meters, comprising of: -Large Open Plan -Kitchen/ Dining Area -Occasional Dining Area -2 Main Bathrooms -2 Double Bedrooms -1 Single Bedroom - Washroom and Roof The house is very welcoming, with all rooms being spacious and rich of natural light. The property is freeholdRef: 29350 Bathrooms: 1",0,0,0,0,0,1,0,0,0,0,0,0,0,0
https://www.propertymarket.com.mt/view/2-bedroom-penthouse-for-sale-fgura-4122532301898828869,Fgura,265000,2,Penthouse,2,This penthouse is located in a very quiet part of Fgura. It consists of : Open plan/Kitchen/Living/Dining 2 Bedrooms 2 Bathrooms Front and back terrace. Ownership of Roof & Airspace For more information kindly contact us on the number provided or visit one of our lounges located around the island.Ref: W-02LWWJ Bathrooms: 2,0,0,1,0,0,1,0,0,0,0,1,0,0,0
https://www.propertymarket.com.mt/view/3-bedroom-apartment-for-sale-swieqi-4122532301898828733,Swieqi,385000,3,Apartment,2,"A 3-bedroom apartment in a brand new development in Swieqi. The apartment will be sold in a shell form and it is to be completed by December 2024. The apartment is located on the second floor and it has a total area of approx. 138 m2 with an internal area of approx. 116 m2. The layout consists of: an open plan kitchen/living/dining area with a front terrace, a main bedroom with an en suite and a back balcony, 2 other double bedrooms and a main bathroom. There are optional 1-car garages and car spaces available at an additional price.Ref: SAPT25993 Size: 122sqm Bathrooms: 2",0,0,1,0,0,0,0,0,0,1,0,0,0,0
https://www.propertymarket.com.mt/view/3-bedroom-apartment-for-sale-mgarr-4122532301898828785,Mgarr,340000,3,Apartment,2,"First floor Apartment being served with lift. Property comprising into Open Plan kitchen/living/dining with a good size terrace, three bedrooms, two bathrooms, storage space and back balcony. Property is being sold finished except bathrooms and internal doors. Optional lock up garage.Ref: BSAPT152002 Size: 144sqm Bathrooms: 2",0,0,1,1,0,0,0,0,0,1,0,0,0,1
https://www.propertymarket.com.mt/view/3-bedroom-penthouse-for-sale-st-julians-4122532301898828758,St Julian's,1095000,3,Penthouse,3,"3 Bedroom Penthouse in high sought after area. This Penthouse has a square layout with large terrace on both front and back of the unit,and is 1 min walk to Spinola bay,shops and restaurants. The property offers: 3 Bedroom's 3 Bathrooms Separate Washroom 2-3 Car parking Space Ownership of Roof And Airspace Permit to build For more information to view this unique opportunity , please call the number above or call one of our exclusive property lounges situated around the island.Ref: W-02KWFE Size: 165sqm Bathrooms: 3",0,0,1,0,0,1,0,0,0,0,0,1,0,0
https://www.propertymarket.com.mt/view/3-bedroom-apartment-for-sale-zurrieq-4122532301898828703,Zurrieq,266000,3,Apartment,2,"ZEJTUN - 3 BEDROOM APARTMENT (MODERN) - FULLY FURNISHED!-----------------------------------------------Asking Price - €266,000-----------------------------------------------Open Plan Kitchen/Living/Dining3 Double Bedrooms(Main with En-suite)Main BathroomBalconyFreeholdE-Mail on: cattard@remax.com.mtCall on or message me on Whatsapp +35699645217Ref: Casey 287 Bathrooms: 2",0,0,0,0,0,0,0,0,0,0,0,0,1,0
